NO_OF_SAMPLES	3000
TOT_NO_OF_CHAN	6
FREQUENCY	100.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2018-06-12, 12:03:29	3873.90348709
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Fx	Fy	Fz	Mx	My	Mz
CHANNEL_GAIN	1	1	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
0.003204	-0.009003	0.766461	0.021820	0.041962	0.002289	
0.005035	-0.009003	0.766155	0.022431	0.039826	0.001984	
0.005951	-0.008698	0.766155	0.022126	0.035859	0.002899	
0.007782	-0.010224	0.766766	0.021515	0.034028	0.001984	
0.005951	-0.010529	0.767071	0.023041	0.031891	0.002289	
0.008087	-0.010224	0.768597	0.021820	0.031281	0.001984	
0.007172	-0.009003	0.767681	0.020905	0.028840	0.002289	
0.004425	-0.008698	0.766766	0.022126	0.026703	0.001984	
0.004425	-0.009308	0.768902	0.021820	0.026093	0.002289	
0.005951	-0.009308	0.770123	0.021820	0.025177	0.002289	
0.007172	-0.009308	0.771038	0.021210	0.024262	0.003204	
0.007172	-0.010224	0.770123	0.022126	0.022431	0.002289	
0.006256	-0.008698	0.770733	0.023346	0.021820	0.002899	
0.005951	-0.009308	0.771649	0.023041	0.021210	0.003510	
0.007172	-0.008698	0.771038	0.022431	0.020294	0.003510	
0.007172	-0.008392	0.770733	0.023346	0.020294	0.003510	
0.007172	-0.008392	0.768597	0.024872	0.019684	0.005035	
0.007782	-0.008087	0.768902	0.023651	0.018463	0.005035	
0.009308	-0.008087	0.771038	0.023651	0.018158	0.003815	
0.009308	-0.007782	0.768902	0.024262	0.018463	0.003204	
0.009613	-0.007782	0.767987	0.024872	0.017548	0.005035	
0.010224	-0.007782	0.768902	0.025177	0.017548	0.003510	
0.009918	-0.007782	0.767987	0.025788	0.018158	0.003510	
0.009918	-0.008392	0.767987	0.025177	0.018158	0.003815	
0.010529	-0.009003	0.767681	0.025483	0.018158	0.003510	
0.009308	-0.007172	0.764630	0.026093	0.018158	0.003204	
0.010224	-0.008392	0.768292	0.024872	0.019684	0.003510	
0.009308	-0.008698	0.767987	0.025177	0.020294	0.003510	
0.009918	-0.009308	0.768902	0.025177	0.020294	0.003204	
0.008087	-0.008087	0.768902	0.024262	0.020294	0.004425	
0.007477	-0.008698	0.768597	0.024872	0.021515	0.004425	
0.007782	-0.008698	0.768902	0.024262	0.023346	0.003815	
0.005341	-0.008698	0.769207	0.025177	0.024262	0.004425	
0.005035	-0.008698	0.768902	0.025177	0.025483	0.003815	
0.004425	-0.008392	0.767071	0.024872	0.026093	0.004425	
0.005035	-0.007782	0.768292	0.024262	0.028229	0.003815	
0.005341	-0.008087	0.769207	0.025177	0.028534	0.002899	
0.005035	-0.008698	0.767681	0.025483	0.029755	0.002899	
0.004425	-0.007172	0.766766	0.026398	0.029450	0.003510	
0.005646	-0.008087	0.768902	0.026093	0.030365	0.003510	
0.004120	-0.007172	0.767681	0.025483	0.031281	0.003510	
0.003510	-0.008087	0.766766	0.026398	0.032502	0.003815	
0.003510	-0.007782	0.767987	0.027008	0.033417	0.002899	
0.002899	-0.007782	0.767987	0.027619	0.034028	0.003815	
0.002289	-0.007172	0.769207	0.028229	0.035859	0.003204	
0.002899	-0.007782	0.769207	0.029450	0.036164	0.003510	
0.002289	-0.006561	0.769818	0.029755	0.036469	0.002289	
0.002899	-0.006561	0.770428	0.030060	0.037690	0.002899	
0.002899	-0.005646	0.768292	0.030365	0.038300	0.003510	
0.002899	-0.005951	0.769207	0.031891	0.038300	0.003204	
-0.000153	-0.004730	0.769207	0.031586	0.039826	0.002289	
0.000458	-0.004730	0.768292	0.031586	0.039826	0.003204	
0.001068	-0.004120	0.768902	0.031586	0.040742	0.003510	
0.000153	-0.004730	0.767681	0.032197	0.041047	0.002899	
-0.000153	-0.005035	0.766766	0.033112	0.041962	0.003510	
-0.000153	-0.003815	0.766766	0.033112	0.043488	0.003510	
0.001068	-0.005035	0.768902	0.033722	0.044099	0.003815	
0.001984	-0.004425	0.767071	0.034333	0.042573	0.003815	
0.001678	-0.002899	0.766766	0.034333	0.044099	0.003510	
0.002899	-0.003204	0.767681	0.034333	0.044099	0.005341	
0.001373	-0.003815	0.767071	0.035859	0.043488	0.005341	
0.002289	-0.002594	0.767071	0.037385	0.043793	0.005035	
0.001678	-0.001678	0.766155	0.038300	0.044404	0.005341	
0.000458	-0.000763	0.766766	0.039521	0.043488	0.003815	
0.001068	-0.000153	0.768902	0.039521	0.042878	0.003510	
0.001068	0.000458	0.767071	0.039521	0.043488	0.003510	
0.001068	0.001068	0.766766	0.039521	0.042267	0.003204	
0.000458	0.001373	0.768292	0.038911	0.041962	0.003510	
0.001373	0.000458	0.767681	0.039216	0.041962	0.002899	
0.000458	0.000458	0.768597	0.040436	0.041962	0.003204	
0.000458	-0.000763	0.770428	0.039826	0.041962	0.003510	
-0.000153	-0.000763	0.769207	0.038911	0.041962	0.003204	
-0.000763	-0.000153	0.767987	0.038911	0.042267	0.003204	
0.000153	-0.002289	0.767987	0.039216	0.041047	0.002289	
0.000153	-0.000458	0.767987	0.038911	0.040436	0.002899	
0.000153	-0.002289	0.768902	0.039216	0.039521	0.001678	
0.001373	-0.001984	0.767987	0.038300	0.038911	0.001678	
0.002289	-0.003204	0.768292	0.037995	0.038300	0.002289	
0.003510	-0.003815	0.767987	0.037995	0.036774	0.001068	
0.004120	-0.002899	0.767987	0.036164	0.035859	0.001984	
0.005646	-0.002899	0.766766	0.035859	0.034638	0.001984	
0.005341	-0.003815	0.766155	0.035859	0.033417	0.002289	
0.005035	-0.004425	0.766461	0.034943	0.031891	0.002899	
0.006256	-0.003815	0.766155	0.033112	0.030060	0.001068	
0.008087	-0.004730	0.766766	0.032197	0.030060	0.001984	
0.009918	-0.005951	0.767987	0.031586	0.027314	0.001373	
0.010224	-0.006561	0.766155	0.030976	0.026093	0.000153	
0.009308	-0.006256	0.767071	0.030976	0.025177	0.000153	
0.009003	-0.007782	0.768597	0.030060	0.025483	0.000458	
0.007477	-0.006867	0.768292	0.030365	0.026703	0.001678	
0.006256	-0.006561	0.767987	0.030060	0.027924	0.001678	
0.005035	-0.006561	0.768902	0.031586	0.027924	0.002289	
0.003510	-0.006256	0.769207	0.030365	0.028840	0.002899	
0.004120	-0.005951	0.769818	0.030365	0.029755	0.003204	
0.003510	-0.004730	0.767987	0.030976	0.030671	0.001678	
0.002899	-0.005035	0.768597	0.030060	0.030060	0.001984	
0.004425	-0.004425	0.768902	0.030060	0.030671	0.002289	
0.003510	-0.005646	0.767987	0.030365	0.030060	0.003204	
0.004120	-0.005951	0.767681	0.029755	0.032807	0.002289	
0.003510	-0.005646	0.767681	0.031281	0.033417	0.003204	
0.003815	-0.005646	0.767681	0.030976	0.033417	0.002899	
0.003204	-0.005646	0.767071	0.031891	0.034028	0.003815	
0.002899	-0.004730	0.766155	0.030365	0.034943	0.004120	
0.002899	-0.004425	0.766461	0.030365	0.035554	0.003815	
0.002289	-0.004730	0.767681	0.030976	0.035554	0.004425	
0.003510	-0.004730	0.765850	0.029755	0.036774	0.004120	
0.004120	-0.003815	0.767681	0.028534	0.036164	0.003815	
0.004120	-0.005035	0.767987	0.028534	0.037690	0.002899	
0.003510	-0.005035	0.767987	0.029450	0.036469	0.004425	
0.004425	-0.005951	0.768292	0.028534	0.036469	0.003204	
0.004120	-0.005646	0.768597	0.028229	0.036469	0.005035	
0.001678	-0.006561	0.768597	0.027619	0.037690	0.003510	
0.002899	-0.005646	0.768902	0.026398	0.038911	0.005035	
0.001678	-0.004730	0.768597	0.027314	0.039826	0.005035	
0.000458	-0.006561	0.769818	0.027314	0.040131	0.003815	
0.001373	-0.005951	0.768902	0.026398	0.040742	0.003815	
0.002289	-0.006256	0.770123	0.027314	0.041962	0.004425	
0.001678	-0.006561	0.768292	0.027924	0.042573	0.003815	
-0.000153	-0.005951	0.769818	0.026398	0.044099	0.003815	
0.000153	-0.006561	0.769818	0.025788	0.044709	0.003815	
-0.000153	-0.005951	0.768902	0.026093	0.045624	0.005035	
-0.000153	-0.006561	0.770428	0.026398	0.048371	0.005341	
-0.002899	-0.005646	0.768292	0.027008	0.049897	0.005646	
-0.002594	-0.004730	0.768292	0.026093	0.051118	0.005646	
-0.003204	-0.005646	0.768902	0.026093	0.052949	0.005341	
-0.003815	-0.005646	0.767681	0.026398	0.054475	0.005341	
-0.004120	-0.005951	0.766766	0.025177	0.055695	0.005951	
-0.004120	-0.004730	0.767071	0.025788	0.056611	0.005035	
-0.003204	-0.005646	0.766461	0.026093	0.055695	0.005035	
-0.000763	-0.005951	0.767987	0.025788	0.055085	0.003815	
0.000458	-0.006561	0.767987	0.024872	0.055085	0.003510	
-0.000153	-0.006256	0.766155	0.024872	0.052949	0.003815	
0.000458	-0.005951	0.766766	0.023957	0.051728	0.003510	
0.002899	-0.006256	0.765240	0.023346	0.048981	0.003510	
0.003510	-0.006561	0.764935	0.023041	0.046235	0.001373	
0.004425	-0.007172	0.764019	0.020905	0.044404	0.001984	
0.003204	-0.008087	0.764935	0.020905	0.043488	0.001678	
0.001984	-0.009003	0.766155	0.020905	0.042878	0.001984	
0.002289	-0.009918	0.769818	0.020294	0.041962	0.002289	
0.001678	-0.008698	0.768902	0.018463	0.041962	0.002899	
0.001068	-0.009003	0.770123	0.019989	0.041962	0.002899	
0.000458	-0.009003	0.771649	0.018463	0.041047	0.003815	
0.001373	-0.007782	0.770733	0.018158	0.040131	0.003204	
0.001678	-0.008698	0.772259	0.019074	0.038911	0.003204	
0.003204	-0.008392	0.772564	0.019074	0.037690	0.003815	
0.002289	-0.007782	0.769818	0.019379	0.035859	0.002899	
0.001984	-0.006561	0.769207	0.017853	0.036469	0.003204	
0.001373	-0.008087	0.769207	0.018463	0.038300	0.003815	
0.001068	-0.008087	0.769207	0.019379	0.037385	0.003815	
0.000153	-0.008087	0.768902	0.020905	0.038300	0.003815	
0.000458	-0.007782	0.768902	0.019989	0.038911	0.003815	
0.001373	-0.006561	0.768597	0.020905	0.038605	0.004425	
0.001678	-0.006561	0.768292	0.020905	0.038911	0.003510	
0.003204	-0.005951	0.767987	0.020905	0.038605	0.004120	
0.002289	-0.006256	0.766155	0.021210	0.037690	0.003510	
0.003815	-0.006561	0.766766	0.020294	0.037690	0.003204	
0.005035	-0.007782	0.767681	0.020905	0.036774	0.002289	
0.004425	-0.006256	0.766155	0.020294	0.036774	0.002899	
0.004120	-0.006561	0.766461	0.019379	0.036164	0.003204	
0.004120	-0.006561	0.766155	0.019989	0.035554	0.002899	
0.003510	-0.006561	0.767071	0.019684	0.034943	0.002289	
0.003204	-0.008392	0.767987	0.019379	0.034333	0.003204	
0.002289	-0.007782	0.768902	0.019074	0.034028	0.002899	
0.002899	-0.006867	0.769207	0.017243	0.032807	0.001984	
0.003510	-0.009003	0.769207	0.017853	0.031891	0.002899	
0.004425	-0.008698	0.768902	0.017548	0.030060	0.002899	
0.005035	-0.008087	0.768902	0.016022	0.028534	0.001984	
0.005646	-0.009308	0.768292	0.016327	0.027314	0.002289	
0.005035	-0.008698	0.768902	0.016938	0.025483	0.001984	
0.005035	-0.008087	0.769207	0.016327	0.025177	0.003204	
0.005951	-0.008392	0.767681	0.017243	0.023346	0.002899	
0.005951	-0.008698	0.767071	0.017548	0.022736	0.002899	
0.006256	-0.008698	0.767681	0.016327	0.022126	0.002899	
0.007172	-0.008392	0.768292	0.017243	0.021820	0.002899	
0.007172	-0.008698	0.767987	0.016938	0.020600	0.002899	
0.007782	-0.008698	0.768902	0.017853	0.021210	0.003510	
0.008392	-0.009003	0.768902	0.017853	0.019684	0.003204	
0.009003	-0.008698	0.769818	0.017548	0.019074	0.003510	
0.008392	-0.008087	0.768902	0.017853	0.019074	0.003204	
0.009003	-0.009003	0.770428	0.017548	0.019379	0.003510	
0.008392	-0.007172	0.768292	0.017548	0.019989	0.003815	
0.007782	-0.007782	0.768292	0.018463	0.019989	0.003815	
0.007477	-0.008698	0.768902	0.017853	0.021210	0.003815	
0.007172	-0.008698	0.770123	0.018463	0.021820	0.005035	
0.007172	-0.008698	0.769818	0.018158	0.022431	0.003510	
0.007172	-0.008392	0.769207	0.018463	0.023957	0.005035	
0.007172	-0.007172	0.768902	0.019684	0.023957	0.003815	
0.005646	-0.006867	0.768902	0.019379	0.025177	0.003815	
0.005341	-0.006561	0.768902	0.019989	0.026703	0.005035	
0.003815	-0.007172	0.767681	0.019379	0.026398	0.005035	
0.004425	-0.007172	0.769818	0.019379	0.028534	0.005646	
0.004425	-0.006867	0.769207	0.019379	0.028840	0.005341	
0.002899	-0.006561	0.768292	0.019684	0.030671	0.005035	
0.002289	-0.006256	0.766766	0.019989	0.031281	0.005035	
0.003204	-0.005646	0.770123	0.019989	0.030671	0.004425	
0.003204	-0.006561	0.767071	0.019379	0.030365	0.004425	
0.002899	-0.006256	0.767681	0.019684	0.029755	0.005035	
0.003204	-0.007172	0.768292	0.019074	0.030671	0.005035	
0.005341	-0.007172	0.766766	0.019989	0.030365	0.005035	
0.003510	-0.007172	0.768597	0.019989	0.030365	0.005035	
0.003510	-0.006867	0.767681	0.019074	0.030365	0.004425	
0.003204	-0.007172	0.768292	0.017853	0.031281	0.005035	
0.004120	-0.008392	0.768902	0.018158	0.031586	0.005646	
0.003510	-0.008087	0.768902	0.018158	0.031281	0.003815	
0.002899	-0.007172	0.768292	0.017243	0.031281	0.003815	
0.004120	-0.007782	0.769818	0.017548	0.031891	0.005035	
0.004120	-0.008392	0.768597	0.017853	0.030671	0.003815	
0.004120	-0.008392	0.769818	0.017243	0.031586	0.004120	
0.003204	-0.008087	0.767987	0.017853	0.031586	0.003815	
0.004120	-0.008392	0.768292	0.018463	0.031281	0.003510	
0.005035	-0.008698	0.767987	0.018463	0.031586	0.003510	
0.005341	-0.007782	0.767681	0.019379	0.032807	0.003204	
0.004425	-0.007172	0.767987	0.019379	0.031586	0.003510	
0.005951	-0.008392	0.768902	0.019989	0.031586	0.003204	
0.007172	-0.007782	0.768292	0.019379	0.031891	0.002899	
0.005646	-0.007172	0.768597	0.020294	0.031281	0.001984	
0.005951	-0.008087	0.768902	0.019989	0.031891	0.002289	
0.005951	-0.006561	0.767071	0.019684	0.031891	0.003204	
0.005646	-0.008392	0.767681	0.019989	0.030671	0.002899	
0.006256	-0.007172	0.767987	0.020294	0.031281	0.001984	
0.005035	-0.008087	0.767681	0.020294	0.031586	0.001984	
0.005035	-0.006561	0.767987	0.020905	0.033417	0.003510	
0.004425	-0.006561	0.769207	0.020905	0.034028	0.002899	
0.003815	-0.006561	0.768902	0.020294	0.034638	0.002899	
0.003510	-0.005951	0.768902	0.020294	0.034638	0.003204	
0.004120	-0.006256	0.769818	0.021210	0.036164	0.001984	
0.004120	-0.006867	0.769818	0.021515	0.036164	0.001984	
0.003204	-0.005951	0.768902	0.021515	0.036774	0.001984	
0.003204	-0.006867	0.768292	0.022126	0.038300	0.002289	
0.002899	-0.005951	0.766766	0.023651	0.037690	0.002899	
0.001984	-0.005646	0.766766	0.024262	0.038605	0.003204	
0.002899	-0.005646	0.768292	0.025177	0.038605	0.003204	
0.002289	-0.005951	0.767987	0.026093	0.039826	0.003510	
0.001984	-0.005035	0.767987	0.027008	0.039826	0.003815	
0.001678	-0.005646	0.767681	0.028534	0.040131	0.003815	
0.002899	-0.003815	0.769207	0.029145	0.041047	0.003204	
0.003204	-0.004425	0.768902	0.029450	0.041047	0.003510	
0.001984	-0.002899	0.769207	0.030365	0.041962	0.005035	
0.002289	-0.003815	0.768292	0.030365	0.041657	0.005035	
0.002899	-0.002289	0.767987	0.031281	0.041962	0.003815	
0.003204	-0.003815	0.770428	0.031586	0.041962	0.003510	
0.003510	-0.002899	0.768902	0.030976	0.041047	0.003510	
0.002899	-0.002289	0.767987	0.031281	0.040131	0.003815	
0.002899	-0.000458	0.766766	0.031586	0.039826	0.003510	
0.002899	-0.001678	0.767681	0.031891	0.038300	0.003510	
0.002899	-0.001068	0.768292	0.030365	0.038300	0.003510	
0.002899	-0.002594	0.767681	0.031586	0.038300	0.002899	
0.003815	-0.000763	0.767987	0.031586	0.038300	0.002899	
0.004120	-0.000763	0.767987	0.030060	0.038300	0.002899	
0.004425	-0.001984	0.768292	0.031586	0.038300	0.003510	
0.004120	-0.001984	0.768597	0.031586	0.036469	0.002289	
0.005341	-0.001984	0.767987	0.031586	0.036774	0.002899	
0.005035	-0.001678	0.768902	0.031281	0.037385	0.002899	
0.005035	-0.002289	0.770428	0.031586	0.038300	0.002899	
0.005951	-0.001678	0.769207	0.032197	0.038911	0.002899	
0.004425	-0.001068	0.768902	0.031891	0.037995	0.002289	
0.005035	-0.001678	0.769818	0.032502	0.037690	0.003204	
0.005035	-0.001984	0.768292	0.031891	0.038911	0.001678	
0.005646	-0.001068	0.769818	0.032197	0.039826	0.003204	
0.005341	-0.001678	0.767681	0.032197	0.038911	0.002899	
0.005035	-0.002289	0.768902	0.031891	0.038911	0.004120	
0.005646	-0.002594	0.769818	0.033112	0.040131	0.003815	
0.004120	-0.002289	0.768292	0.032197	0.040436	0.003204	
0.005035	-0.002289	0.769818	0.031891	0.041962	0.003510	
0.004120	-0.000763	0.767071	0.031281	0.041962	0.003204	
0.004425	-0.000763	0.768292	0.031586	0.041047	0.003204	
0.004120	-0.002289	0.767681	0.032502	0.041047	0.003510	
0.003815	-0.001984	0.767071	0.031586	0.041047	0.003510	
0.004425	-0.002594	0.768597	0.030365	0.042878	0.003204	
0.002899	-0.002289	0.767681	0.030976	0.042573	0.003510	
0.003815	-0.002594	0.766766	0.030976	0.043793	0.003815	
0.003204	-0.002289	0.768292	0.029755	0.043488	0.003204	
0.004120	-0.002594	0.769207	0.029145	0.044404	0.003510	
0.004120	-0.002594	0.768597	0.027924	0.045624	0.003204	
0.004425	-0.002289	0.768902	0.028534	0.045014	0.003510	
0.003510	-0.003815	0.768597	0.027314	0.045930	0.003510	
0.004425	-0.003815	0.768292	0.025483	0.046845	0.003510	
0.004120	-0.003815	0.769207	0.025177	0.046235	0.002899	
0.003510	-0.005035	0.768902	0.025177	0.048371	0.003204	
0.002899	-0.004730	0.768902	0.023346	0.049897	0.002289	
0.000153	-0.005951	0.769207	0.023041	0.051118	0.003204	
-0.000458	-0.006256	0.770428	0.021210	0.054780	0.002289	
-0.000153	-0.008087	0.771649	0.019074	0.056916	0.001984	
-0.001678	-0.007172	0.770733	0.018463	0.059052	0.001984	
-0.001678	-0.008087	0.769207	0.017243	0.059968	0.000458	
-0.001068	-0.008087	0.769207	0.015106	0.060273	0.001068	
-0.001984	-0.009918	0.770123	0.014191	0.062104	0.001068	
0.000153	-0.010529	0.770123	0.013275	0.062715	0.001068	
-0.000153	-0.011139	0.767987	0.013581	0.062104	0.001984	
0.000458	-0.012055	0.766155	0.013275	0.062104	0.001984	
0.000458	-0.012970	0.764630	0.012970	0.062104	0.002289	
0.001373	-0.012055	0.765240	0.012970	0.062409	0.001984	
0.000153	-0.012360	0.764324	0.013886	0.062409	0.003204	
0.001373	-0.012360	0.764324	0.012970	0.062104	0.003204	
0.001678	-0.012360	0.764630	0.013275	0.062409	0.003204	
0.002899	-0.012360	0.766461	0.013275	0.061799	0.003815	
0.001373	-0.010529	0.765240	0.013886	0.061799	0.003815	
0.001373	-0.010834	0.766155	0.015106	0.061189	0.003815	
0.001373	-0.011139	0.767987	0.013886	0.060273	0.003815	
0.001068	-0.009308	0.767681	0.014496	0.060273	0.005035	
0.000458	-0.010834	0.768902	0.015717	0.059663	0.003815	
0.000153	-0.009308	0.768902	0.016022	0.059968	0.005341	
-0.000153	-0.009308	0.768597	0.016022	0.059968	0.003815	
-0.000153	-0.010224	0.769818	0.016022	0.058747	0.004425	
0.000458	-0.010224	0.770733	0.017243	0.058747	0.005035	
-0.000458	-0.008087	0.768292	0.017853	0.058747	0.005035	
-0.000153	-0.009918	0.770733	0.017853	0.058747	0.005035	
-0.000153	-0.008392	0.770733	0.017548	0.057832	0.005341	
-0.000458	-0.008392	0.770428	0.018463	0.057832	0.004425	
0.001373	-0.008087	0.771649	0.018463	0.056916	0.003510	
-0.000153	-0.007172	0.769818	0.019379	0.059052	0.004425	
0.001984	-0.007782	0.770428	0.019379	0.058747	0.003815	
0.002289	-0.007782	0.767681	0.019074	0.058442	0.003510	
0.001984	-0.007172	0.767681	0.019074	0.057832	0.003204	
0.004120	-0.008087	0.768292	0.018463	0.057221	0.003510	
0.003204	-0.006561	0.765240	0.019074	0.056916	0.003815	
0.003204	-0.007172	0.766461	0.019684	0.056916	0.003510	
0.002899	-0.006256	0.766155	0.019684	0.056916	0.003815	
0.002899	-0.007172	0.764630	0.019684	0.056306	0.003510	
0.003204	-0.006561	0.766155	0.019989	0.056916	0.003815	
0.003510	-0.006256	0.766461	0.019989	0.056916	0.003815	
0.004120	-0.006256	0.766766	0.020294	0.056306	0.005341	
0.002899	-0.006867	0.768292	0.019989	0.055695	0.003510	
0.002899	-0.006867	0.767987	0.020905	0.055085	0.003815	
0.003510	-0.006256	0.768597	0.021210	0.054780	0.003815	
0.004120	-0.006561	0.767987	0.021820	0.054475	0.003815	
0.003815	-0.005951	0.769207	0.021820	0.053559	0.003510	
0.003204	-0.005646	0.768292	0.022431	0.053864	0.003510	
0.003815	-0.005951	0.768902	0.023041	0.053864	0.004425	
0.002899	-0.003815	0.767681	0.023651	0.052644	0.003815	
0.005341	-0.004425	0.769818	0.023041	0.052644	0.003510	
0.005035	-0.004425	0.768902	0.022126	0.052949	0.003204	
0.004120	-0.004730	0.767987	0.023651	0.052644	0.003204	
0.003204	-0.004730	0.768902	0.024262	0.052949	0.003815	
0.003815	-0.003815	0.767987	0.024262	0.054170	0.003815	
0.004120	-0.002594	0.767681	0.024262	0.054780	0.003510	
0.004425	-0.003204	0.767987	0.023346	0.054780	0.003815	
0.003510	-0.003815	0.768292	0.023651	0.056306	0.004425	
0.001678	-0.004425	0.767987	0.023651	0.057832	0.003510	
0.002289	-0.004425	0.768902	0.023041	0.059663	0.003815	
0.001678	-0.005035	0.768292	0.023651	0.061799	0.003815	
0.002289	-0.005035	0.767681	0.023041	0.062104	0.005035	
0.001984	-0.005646	0.767987	0.023651	0.064851	0.005035	
0.001984	-0.006256	0.766461	0.023957	0.066377	0.005646	
0.001984	-0.005035	0.766155	0.023346	0.066682	0.004425	
0.001984	-0.004730	0.766766	0.024872	0.067903	0.004425	
0.002289	-0.004120	0.768292	0.024262	0.069123	0.005035	
0.001068	-0.005951	0.767681	0.024872	0.070954	0.003815	
-0.000153	-0.005035	0.766155	0.025788	0.071260	0.004425	
-0.000763	-0.005035	0.767681	0.025177	0.072786	0.004425	
-0.002289	-0.004730	0.768597	0.025177	0.074006	0.003815	
-0.003815	-0.003815	0.767987	0.025177	0.075532	0.005341	
-0.004425	-0.005035	0.767681	0.024872	0.077058	0.003510	
-0.005035	-0.004730	0.767987	0.024872	0.078584	0.005035	
-0.004425	-0.005646	0.768902	0.025177	0.079194	0.004120	
-0.005646	-0.004730	0.767681	0.024262	0.079194	0.005341	
-0.006256	-0.005646	0.768292	0.023651	0.079499	0.005035	
-0.005951	-0.005646	0.767987	0.024872	0.081331	0.004425	
-0.006867	-0.005646	0.767071	0.024262	0.080720	0.004120	
-0.007172	-0.005035	0.767071	0.024872	0.080720	0.005341	
-0.006867	-0.005646	0.767681	0.023041	0.080110	0.005646	
-0.007172	-0.005646	0.767071	0.023651	0.080110	0.005035	
-0.006867	-0.005035	0.766155	0.022431	0.080415	0.003510	
-0.005951	-0.005035	0.767681	0.023346	0.080110	0.004425	
-0.006256	-0.004730	0.766766	0.021820	0.078584	0.003204	
-0.005951	-0.004730	0.766766	0.021820	0.077058	0.003204	
-0.004425	-0.005646	0.767987	0.021210	0.077363	0.002899	
-0.003204	-0.005951	0.767681	0.020905	0.076143	0.003204	
-0.003815	-0.006256	0.767681	0.020294	0.074922	0.001984	
-0.002594	-0.006256	0.766461	0.020905	0.073091	0.001984	
-0.001984	-0.005951	0.766155	0.021210	0.070649	0.001984	
-0.001068	-0.006561	0.766155	0.020905	0.068818	0.000153	
-0.000153	-0.006561	0.766766	0.020294	0.066987	0.001373	
0.000153	-0.007782	0.766766	0.019684	0.064240	0.000458	
0.001984	-0.006867	0.766155	0.020905	0.062715	0.000458	
0.000458	-0.008698	0.767681	0.021210	0.061189	0.001678	
0.001984	-0.008087	0.768292	0.019989	0.059052	0.000458	
-0.000153	-0.007782	0.767681	0.019989	0.058747	0.001984	
0.001373	-0.008087	0.768597	0.020905	0.056611	0.001984	
0.002289	-0.008087	0.768902	0.020905	0.056001	0.002899	
0.000153	-0.006561	0.768902	0.021820	0.054170	0.002899	
0.001678	-0.006561	0.768902	0.022431	0.053559	0.003510	
0.001678	-0.005646	0.768292	0.023041	0.051118	0.003815	
0.002289	-0.005035	0.768597	0.023346	0.050507	0.002899	
0.002289	-0.005035	0.769207	0.024262	0.049897	0.003815	
0.001984	-0.004730	0.768292	0.024262	0.048981	0.003510	
0.001678	-0.003815	0.766461	0.024872	0.047456	0.003815	
0.001984	-0.003815	0.767681	0.025177	0.047761	0.004425	
0.002289	-0.004730	0.768292	0.025788	0.047761	0.003204	
0.003204	-0.003815	0.768292	0.025177	0.046235	0.003510	
0.002289	-0.002899	0.767681	0.025483	0.045930	0.004120	
0.002899	-0.003204	0.767681	0.025177	0.045624	0.003204	
0.002899	-0.003204	0.767987	0.025788	0.044099	0.004120	
0.002289	-0.002899	0.767681	0.023957	0.045624	0.003815	
0.003204	-0.003204	0.767987	0.024872	0.044709	0.004120	
0.002899	-0.005646	0.767987	0.024262	0.043793	0.003815	
0.002289	-0.004730	0.767681	0.024262	0.042878	0.004425	
0.002289	-0.004730	0.768292	0.023957	0.042878	0.004425	
0.001984	-0.004730	0.768292	0.023346	0.042573	0.005035	
0.002899	-0.005646	0.768597	0.022431	0.041657	0.003510	
0.001373	-0.005035	0.767987	0.023346	0.040742	0.003510	
0.001984	-0.005951	0.767681	0.022126	0.040131	0.005035	
0.003510	-0.007172	0.768902	0.021515	0.039826	0.003510	
0.003204	-0.006561	0.768292	0.021820	0.038300	0.003204	
0.003510	-0.005951	0.768902	0.020905	0.037385	0.003204	
0.003815	-0.007172	0.768292	0.019684	0.036774	0.003204	
0.004120	-0.007172	0.768292	0.019989	0.035554	0.002899	
0.003815	-0.006561	0.766461	0.019989	0.034638	0.003204	
0.004425	-0.008698	0.767681	0.020905	0.033417	0.003510	
0.004425	-0.008087	0.767681	0.019989	0.033417	0.003510	
0.005341	-0.008087	0.767071	0.019989	0.032197	0.003815	
0.005035	-0.008087	0.767987	0.020905	0.030365	0.003510	
0.004120	-0.007782	0.767071	0.021210	0.029450	0.003510	
0.004120	-0.007172	0.766766	0.020905	0.028534	0.003510	
0.005035	-0.008087	0.769818	0.019684	0.027619	0.003815	
0.005646	-0.007172	0.768597	0.020294	0.026703	0.003815	
0.005951	-0.006256	0.769207	0.019684	0.023651	0.004425	
0.007172	-0.006256	0.768597	0.019074	0.021820	0.003510	
0.008087	-0.005951	0.768902	0.019989	0.020294	0.003815	
0.007782	-0.005951	0.768597	0.020294	0.019379	0.003204	
0.007782	-0.006256	0.768902	0.021210	0.017853	0.003815	
0.007782	-0.006256	0.768902	0.020905	0.016632	0.005035	
0.007782	-0.006256	0.768292	0.021515	0.014191	0.003510	
0.009918	-0.007172	0.768292	0.021820	0.013886	0.003815	
0.009308	-0.006561	0.767987	0.020905	0.012360	0.003510	
0.008392	-0.005646	0.766766	0.020905	0.010529	0.003510	
0.010529	-0.006256	0.768902	0.021820	0.009918	0.003510	
0.010529	-0.006256	0.770123	0.021515	0.009613	0.004120	
0.009918	-0.006256	0.769818	0.021515	0.009918	0.003510	
