NO_OF_SAMPLES	3000
TOT_NO_OF_CHAN	6
FREQUENCY	100.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2018-06-12, 12:03:29	3873.90348709
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Fx	Fy	Fz	Mx	My	Mz
CHANNEL_GAIN	1	1	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
0.009308	-0.006256	0.769207	0.021820	0.008087	0.003815	
0.009918	-0.005951	0.769818	0.021820	0.008392	0.003204	
0.009613	-0.006256	0.770428	0.021210	0.007477	0.003815	
0.010224	-0.005951	0.768292	0.020905	0.008392	0.002289	
0.009003	-0.005646	0.766766	0.021210	0.007782	0.001984	
0.009918	-0.006256	0.767681	0.021210	0.007782	0.003204	
0.009003	-0.006256	0.767987	0.019989	0.007782	0.002289	
0.009308	-0.005646	0.766766	0.020294	0.007782	0.002899	
0.009918	-0.005951	0.767987	0.019684	0.008087	0.002289	
0.008392	-0.006256	0.768292	0.019684	0.009003	0.003510	
0.008392	-0.005951	0.767681	0.019989	0.009613	0.001984	
0.009308	-0.006867	0.769207	0.019379	0.011139	0.003204	
0.009003	-0.007782	0.769207	0.020905	0.011444	0.003510	
0.008087	-0.008392	0.769207	0.019379	0.012360	0.003510	
0.007477	-0.007172	0.769818	0.019989	0.012970	0.003204	
0.006256	-0.007782	0.771038	0.019379	0.013581	0.002899	
0.006256	-0.007782	0.770428	0.019074	0.015106	0.002289	
0.005951	-0.007782	0.769818	0.019379	0.015412	0.002899	
0.005035	-0.007172	0.768902	0.019379	0.016022	0.003510	
0.005341	-0.008392	0.769818	0.019074	0.016022	0.003815	
0.005035	-0.008087	0.768292	0.019684	0.017243	0.003204	
0.004120	-0.007782	0.767987	0.019379	0.017548	0.002289	
0.004120	-0.006256	0.766766	0.019074	0.018158	0.003510	
0.005341	-0.008087	0.768292	0.019074	0.018158	0.002289	
0.005341	-0.007172	0.766461	0.019074	0.019684	0.002899	
0.004120	-0.007172	0.766766	0.019989	0.018463	0.003510	
0.005035	-0.007172	0.767987	0.019989	0.019684	0.003510	
0.004425	-0.006561	0.768292	0.020294	0.019684	0.003510	
0.004425	-0.008392	0.767987	0.019074	0.019989	0.003204	
0.005341	-0.006561	0.768292	0.019684	0.020294	0.003510	
0.005646	-0.008087	0.770123	0.019989	0.020600	0.003510	
0.005035	-0.006867	0.768902	0.019074	0.021210	0.003815	
0.004120	-0.006867	0.767987	0.020294	0.020294	0.003815	
0.004425	-0.007782	0.768902	0.019989	0.021210	0.003510	
0.003815	-0.007172	0.768292	0.020294	0.021210	0.003510	
0.002899	-0.006561	0.768902	0.020905	0.022431	0.003204	
0.002899	-0.006256	0.769207	0.021820	0.022431	0.003204	
0.001984	-0.006256	0.768902	0.021515	0.022431	0.002899	
0.002899	-0.006256	0.768902	0.021210	0.022736	0.003204	
0.002899	-0.005035	0.768902	0.021515	0.022431	0.003815	
0.003510	-0.005035	0.769207	0.021515	0.022736	0.002289	
0.002899	-0.005951	0.768597	0.021210	0.023651	0.002289	
0.002899	-0.005646	0.768902	0.022126	0.022736	0.002899	
0.001984	-0.004425	0.767987	0.021210	0.023346	0.003204	
0.002899	-0.006561	0.767987	0.020905	0.023957	0.002289	
0.002289	-0.006256	0.767681	0.020905	0.023957	0.003510	
0.003204	-0.006256	0.768597	0.021210	0.024262	0.003204	
0.002899	-0.005646	0.768292	0.021210	0.023346	0.002289	
0.004120	-0.007782	0.769818	0.021515	0.023651	0.003510	
0.003204	-0.005951	0.767987	0.021515	0.023957	0.002289	
0.004120	-0.005951	0.768292	0.021515	0.023957	0.002899	
0.003510	-0.006561	0.768292	0.021515	0.023957	0.003204	
0.003510	-0.005951	0.767987	0.021210	0.023651	0.002899	
0.003510	-0.006561	0.767681	0.021515	0.023651	0.002899	
0.005035	-0.006561	0.767987	0.020905	0.024567	0.003510	
0.004425	-0.006561	0.768902	0.020905	0.024262	0.002289	
0.004120	-0.006561	0.766766	0.020294	0.022736	0.003510	
0.004120	-0.005951	0.767681	0.021210	0.023346	0.003204	
0.005035	-0.008087	0.768902	0.021515	0.022736	0.003510	
0.004120	-0.006256	0.767071	0.022126	0.022431	0.003510	
0.005035	-0.007172	0.768292	0.021820	0.021210	0.003815	
0.005035	-0.006561	0.768902	0.021820	0.020600	0.003815	
0.005341	-0.006867	0.769818	0.021210	0.019989	0.002899	
0.005646	-0.006867	0.769207	0.021515	0.020294	0.003815	
0.005646	-0.006256	0.767681	0.021515	0.019989	0.003510	
0.005341	-0.006867	0.768292	0.021820	0.020294	0.004425	
0.005646	-0.006256	0.768292	0.021820	0.019989	0.003815	
0.005646	-0.005951	0.768597	0.022431	0.019074	0.003815	
0.005646	-0.006561	0.768292	0.020905	0.019684	0.003510	
0.005646	-0.006561	0.767987	0.021515	0.019074	0.003204	
0.005646	-0.006561	0.767987	0.021820	0.019074	0.003510	
0.005646	-0.006561	0.767987	0.022126	0.019074	0.003204	
0.005035	-0.006561	0.766766	0.021820	0.019379	0.003510	
0.005035	-0.008087	0.768597	0.021820	0.019379	0.003815	
0.005035	-0.007782	0.769207	0.022126	0.019684	0.004120	
0.004120	-0.005951	0.769207	0.023041	0.020294	0.005035	
0.003815	-0.006256	0.768292	0.022431	0.019989	0.003815	
0.004120	-0.007172	0.769818	0.023346	0.021820	0.003510	
0.005035	-0.007782	0.769818	0.024262	0.021515	0.003815	
0.003815	-0.005646	0.767987	0.023957	0.021820	0.003815	
0.004120	-0.005035	0.768597	0.025177	0.021820	0.004425	
0.003510	-0.005951	0.767681	0.024872	0.022431	0.003815	
0.002289	-0.005951	0.767071	0.023651	0.022736	0.003510	
0.002899	-0.006256	0.767681	0.024262	0.024262	0.005035	
0.002899	-0.005951	0.767681	0.024262	0.025483	0.003510	
0.001984	-0.006867	0.767681	0.024872	0.026093	0.005035	
0.001373	-0.006561	0.766766	0.024872	0.025788	0.003815	
0.001984	-0.006256	0.766766	0.025177	0.026703	0.003510	
0.001373	-0.005951	0.767071	0.026093	0.027619	0.003815	
0.002289	-0.006256	0.767987	0.026093	0.028229	0.003204	
0.001984	-0.005646	0.766461	0.026398	0.028534	0.003204	
0.001373	-0.005035	0.766766	0.026398	0.028840	0.003510	
0.001678	-0.005035	0.767681	0.027314	0.029755	0.003510	
0.002289	-0.004730	0.767987	0.027619	0.028534	0.003204	
0.002899	-0.004730	0.768902	0.026398	0.030060	0.003204	
0.003815	-0.003815	0.768902	0.027008	0.030365	0.003204	
0.001984	-0.003815	0.769207	0.027619	0.030671	0.001984	
0.002899	-0.004120	0.768292	0.027619	0.029755	0.003204	
0.003204	-0.003815	0.769818	0.027924	0.030365	0.002899	
0.003204	-0.004120	0.770733	0.029145	0.031891	0.002899	
0.002899	-0.004425	0.769207	0.028534	0.030671	0.002899	
0.002899	-0.004425	0.769818	0.028534	0.031891	0.005035	
0.002289	-0.004730	0.770428	0.029145	0.030671	0.003204	
0.003510	-0.003815	0.770428	0.028534	0.031891	0.003510	
0.001984	-0.002899	0.768902	0.028534	0.032502	0.003204	
0.001373	-0.003204	0.768292	0.029450	0.031586	0.003204	
0.001984	-0.003815	0.767987	0.030060	0.031281	0.003510	
0.001678	-0.002899	0.767071	0.029450	0.031891	0.003510	
0.001678	-0.002899	0.767071	0.030365	0.031281	0.003510	
0.001678	-0.002289	0.767681	0.030976	0.032502	0.003815	
0.001678	-0.002594	0.767987	0.030060	0.032502	0.003815	
0.001984	-0.002289	0.767681	0.031281	0.033417	0.003204	
0.000153	-0.001984	0.767681	0.031586	0.032807	0.005035	
0.001373	-0.002594	0.767681	0.031891	0.033417	0.005035	
0.000458	-0.001984	0.768292	0.033112	0.032502	0.004425	
0.001373	-0.001068	0.768902	0.033112	0.034028	0.003815	
-0.000153	-0.001984	0.768902	0.031891	0.032807	0.005646	
0.001373	-0.002289	0.769818	0.031891	0.033417	0.005646	
0.001373	-0.002594	0.770123	0.032197	0.032807	0.005035	
0.001373	-0.001678	0.768597	0.032197	0.032807	0.005341	
0.001678	-0.002289	0.768292	0.032197	0.032502	0.005035	
0.001984	-0.001984	0.767681	0.031586	0.032502	0.003815	
0.001678	-0.002289	0.767071	0.032197	0.031586	0.003510	
0.002289	-0.002289	0.767681	0.030976	0.031281	0.004120	
0.002289	-0.002899	0.767987	0.031281	0.030365	0.003510	
0.002899	-0.001984	0.767681	0.030365	0.030671	0.003204	
0.001984	-0.002899	0.767987	0.029755	0.030671	0.002899	
0.002899	-0.002594	0.768597	0.029145	0.030365	0.002899	
0.003510	-0.002899	0.768292	0.029755	0.030060	0.002289	
0.004120	-0.003815	0.769818	0.029450	0.030365	0.002899	
0.004120	-0.003204	0.769207	0.028534	0.028534	0.002899	
0.004120	-0.002899	0.768292	0.028229	0.028840	0.003204	
0.004425	-0.003204	0.768902	0.027924	0.028840	0.001984	
0.003204	-0.004425	0.768902	0.026398	0.028229	0.002289	
0.003510	-0.004425	0.767987	0.027008	0.027924	0.003204	
0.004425	-0.005646	0.768902	0.027008	0.027619	0.002899	
0.004120	-0.003815	0.767987	0.026398	0.027924	0.003204	
0.005035	-0.004730	0.768292	0.025788	0.026703	0.002899	
0.004120	-0.003815	0.766766	0.025177	0.025788	0.002899	
0.005035	-0.004730	0.767681	0.024872	0.025788	0.002899	
0.005646	-0.004730	0.767987	0.024262	0.025788	0.002899	
0.005646	-0.005035	0.767681	0.023651	0.025177	0.003815	
0.005951	-0.005035	0.767987	0.023346	0.023957	0.003510	
0.007172	-0.004730	0.767987	0.021820	0.023957	0.003204	
0.006256	-0.005951	0.768597	0.022431	0.023346	0.003510	
0.006561	-0.003815	0.768292	0.021820	0.022736	0.004425	
0.005951	-0.006256	0.769207	0.021210	0.022431	0.003510	
0.007172	-0.005951	0.769818	0.019989	0.022431	0.003510	
0.007172	-0.006867	0.770123	0.020294	0.023346	0.003510	
0.005951	-0.006561	0.767987	0.020294	0.022431	0.003815	
0.006256	-0.006561	0.769818	0.020294	0.022736	0.003204	
0.007172	-0.006561	0.768902	0.019379	0.023957	0.003204	
0.005646	-0.006256	0.768292	0.019074	0.023957	0.003204	
0.006256	-0.006867	0.768292	0.017853	0.024262	0.002899	
0.007172	-0.008392	0.768292	0.017548	0.023957	0.003204	
0.007172	-0.007782	0.769207	0.017548	0.025177	0.003204	
0.006256	-0.007172	0.768292	0.017243	0.024567	0.003510	
0.007782	-0.009003	0.770428	0.016022	0.025177	0.003510	
0.007172	-0.008392	0.769818	0.016327	0.025788	0.003204	
0.005951	-0.008087	0.768292	0.015106	0.025177	0.003510	
0.005951	-0.007782	0.767681	0.016022	0.025483	0.003815	
0.006256	-0.008698	0.767681	0.015106	0.025483	0.003510	
0.005951	-0.007172	0.766766	0.014191	0.025483	0.002289	
0.007782	-0.009308	0.767681	0.014191	0.026703	0.003510	
0.005341	-0.009003	0.766766	0.014191	0.026703	0.002899	
0.005646	-0.009308	0.766766	0.014191	0.026703	0.003204	
0.005646	-0.009003	0.767987	0.012970	0.027924	0.003204	
0.005035	-0.009003	0.767681	0.012970	0.028229	0.002899	
0.005646	-0.009308	0.768292	0.013275	0.028534	0.003204	
0.005035	-0.010224	0.768902	0.012970	0.029755	0.003510	
0.005341	-0.009308	0.769818	0.012970	0.030365	0.003510	
0.005035	-0.009308	0.769818	0.011444	0.031586	0.003510	
0.005035	-0.008698	0.770733	0.012360	0.031891	0.002899	
0.004120	-0.011139	0.769818	0.012970	0.032502	0.002899	
0.004425	-0.009308	0.770123	0.012055	0.033417	0.003204	
0.004120	-0.009918	0.769818	0.012360	0.034028	0.003204	
0.004120	-0.010224	0.769207	0.012360	0.035554	0.002899	
0.004120	-0.008087	0.768292	0.012055	0.035554	0.003815	
0.004120	-0.009308	0.768902	0.012055	0.036774	0.003204	
0.003815	-0.009308	0.767681	0.012055	0.036774	0.003204	
0.003510	-0.009003	0.766461	0.012055	0.038300	0.003204	
0.004120	-0.008698	0.768292	0.012055	0.039826	0.002899	
0.003510	-0.009003	0.769207	0.012055	0.040436	0.003510	
0.002899	-0.008698	0.767681	0.012055	0.041047	0.003510	
0.002899	-0.008698	0.767681	0.012360	0.042267	0.003204	
0.002899	-0.008698	0.767987	0.012970	0.042573	0.003510	
0.001678	-0.008087	0.769207	0.013275	0.044404	0.003204	
0.001984	-0.008698	0.770123	0.013581	0.045624	0.003204	
0.001373	-0.008698	0.771954	0.014191	0.046540	0.003815	
-0.000153	-0.007782	0.770733	0.015412	0.048066	0.003204	
-0.001068	-0.007782	0.770428	0.015717	0.049897	0.003204	
-0.000763	-0.007782	0.769207	0.017243	0.050202	0.003815	
-0.001068	-0.005951	0.768902	0.017243	0.050507	0.004425	
-0.002289	-0.006867	0.767987	0.017243	0.051728	0.005035	
-0.001984	-0.006256	0.766766	0.017243	0.052033	0.005646	
-0.000153	-0.004425	0.766766	0.017243	0.052644	0.005035	
-0.000763	-0.005035	0.766461	0.016938	0.052949	0.005035	
-0.000763	-0.005646	0.766766	0.016938	0.053559	0.003815	
-0.001068	-0.004730	0.766155	0.017243	0.054170	0.005646	
-0.001678	-0.004730	0.766461	0.017853	0.054475	0.005035	
-0.002289	-0.004425	0.766766	0.018158	0.055695	0.005646	
-0.002289	-0.005951	0.767071	0.017548	0.056306	0.005951	
-0.002289	-0.003815	0.766766	0.018463	0.056001	0.005646	
-0.002899	-0.004730	0.766766	0.017853	0.056916	0.005646	
-0.002594	-0.004730	0.767681	0.018463	0.057221	0.005646	
-0.002289	-0.003815	0.767071	0.017548	0.057221	0.003815	
-0.002594	-0.005035	0.769207	0.018463	0.058747	0.005341	
-0.001678	-0.004425	0.769818	0.017548	0.059052	0.005035	
-0.001984	-0.004730	0.768902	0.017548	0.059968	0.003815	
-0.001068	-0.004425	0.769207	0.018158	0.058747	0.004425	
-0.000763	-0.005035	0.769207	0.017853	0.058747	0.004425	
-0.000763	-0.005035	0.769207	0.017853	0.058747	0.003815	
-0.001984	-0.004730	0.767987	0.018158	0.059052	0.003815	
-0.001068	-0.005646	0.767681	0.017853	0.059663	0.003510	
-0.001678	-0.005035	0.768597	0.017853	0.060273	0.003510	
-0.001984	-0.005035	0.769207	0.018158	0.060273	0.003204	
-0.002594	-0.005035	0.767987	0.018158	0.060883	0.003815	
-0.002289	-0.005035	0.769818	0.018463	0.062104	0.003510	
-0.002899	-0.005646	0.769818	0.017548	0.062715	0.003815	
-0.002899	-0.005646	0.771038	0.019074	0.062409	0.003510	
-0.002594	-0.005035	0.770733	0.019074	0.062104	0.002899	
-0.002899	-0.003815	0.771954	0.019074	0.063020	0.003510	
-0.002899	-0.004425	0.771954	0.018463	0.063020	0.003204	
-0.002899	-0.005035	0.769818	0.018463	0.062409	0.002289	
-0.002594	-0.004730	0.769207	0.018463	0.062715	0.003510	
-0.002594	-0.005035	0.768902	0.018463	0.062104	0.003204	
-0.001678	-0.005035	0.767987	0.017853	0.062409	0.003204	
-0.002594	-0.004730	0.766155	0.018158	0.062104	0.002289	
-0.002594	-0.004730	0.767071	0.017548	0.062104	0.001984	
-0.001678	-0.005951	0.766155	0.018158	0.061189	0.002899	
-0.002594	-0.004730	0.765240	0.018463	0.061189	0.003204	
-0.000763	-0.004730	0.767681	0.017548	0.062104	0.003204	
-0.000153	-0.005646	0.767987	0.017853	0.061189	0.002289	
-0.001678	-0.005646	0.767681	0.019074	0.059663	0.001984	
-0.000458	-0.005035	0.768902	0.017853	0.059663	0.002899	
-0.000458	-0.005035	0.767987	0.017853	0.059968	0.001984	
-0.000763	-0.005035	0.768597	0.017243	0.058137	0.002899	
-0.000153	-0.005646	0.768292	0.017548	0.056611	0.001373	
0.000153	-0.005646	0.767987	0.017243	0.056001	0.001984	
-0.000153	-0.005951	0.768902	0.017548	0.055695	0.001678	
0.001373	-0.004730	0.768292	0.016327	0.052644	0.001984	
0.001984	-0.004425	0.767987	0.017243	0.051118	0.001984	
0.001984	-0.005035	0.768902	0.016022	0.049897	0.002289	
0.003510	-0.003815	0.768902	0.015717	0.046845	0.001678	
0.004425	-0.004425	0.768902	0.016938	0.044709	0.001678	
0.004425	-0.003815	0.769207	0.016938	0.044099	0.001984	
0.004120	-0.003204	0.767987	0.017243	0.041657	0.001984	
0.004425	-0.003815	0.767987	0.017853	0.038911	0.001678	
0.004425	-0.003204	0.768902	0.017853	0.038300	0.001373	
0.004120	-0.003815	0.769818	0.017243	0.035859	0.001373	
0.005951	-0.003815	0.769207	0.017853	0.034638	0.001984	
0.005646	-0.003815	0.770123	0.017243	0.034028	0.001984	
0.006256	-0.005035	0.770733	0.017548	0.032807	0.001373	
0.007172	-0.005035	0.770428	0.017243	0.032502	0.001678	
0.007172	-0.005035	0.769207	0.017853	0.032502	0.001984	
0.006561	-0.004425	0.771038	0.018158	0.032502	0.001984	
0.005951	-0.004730	0.771038	0.017243	0.031281	0.001984	
0.007172	-0.005951	0.771038	0.017853	0.032807	0.003204	
0.005646	-0.005035	0.769818	0.018158	0.032502	0.003204	
0.007172	-0.004730	0.770428	0.017853	0.032502	0.003510	
0.007172	-0.004425	0.769818	0.017243	0.033417	0.003204	
0.006256	-0.004730	0.769818	0.017548	0.032807	0.002899	
0.005951	-0.003815	0.768902	0.017548	0.033722	0.003815	
0.004425	-0.002899	0.768902	0.016022	0.033722	0.003510	
0.005035	-0.002899	0.767987	0.016022	0.032807	0.003815	
0.005341	-0.004120	0.767987	0.016022	0.034028	0.003815	
0.004425	-0.002899	0.767681	0.016022	0.034028	0.004425	
0.005035	-0.003815	0.768597	0.016022	0.034638	0.005035	
0.004425	-0.003815	0.768902	0.016022	0.033722	0.005035	
0.004425	-0.003815	0.768292	0.015412	0.032502	0.004425	
0.004120	-0.003815	0.769207	0.014496	0.032502	0.003815	
0.005646	-0.004120	0.769818	0.013886	0.031586	0.003815	
0.006256	-0.004425	0.768902	0.013886	0.030365	0.003815	
0.005951	-0.003815	0.770123	0.013275	0.029755	0.003204	
0.006256	-0.003815	0.768902	0.014191	0.028840	0.003510	
0.006561	-0.003815	0.768902	0.012360	0.027314	0.003204	
0.008392	-0.005035	0.768902	0.012360	0.026093	0.003204	
0.008392	-0.005035	0.768902	0.011444	0.025177	0.003510	
0.009003	-0.006256	0.769207	0.011749	0.023957	0.002289	
0.009308	-0.005035	0.768292	0.009308	0.023651	0.003204	
0.009613	-0.006256	0.769207	0.009308	0.023346	0.003510	
0.010529	-0.006256	0.768292	0.009918	0.022431	0.003815	
0.011139	-0.008087	0.769818	0.009003	0.021820	0.003204	
0.010529	-0.006561	0.767987	0.008392	0.021210	0.003510	
0.011139	-0.008392	0.770428	0.009003	0.020600	0.003510	
0.010529	-0.008087	0.768292	0.007477	0.020294	0.003204	
0.009918	-0.007782	0.769207	0.006256	0.019989	0.003510	
0.009918	-0.007172	0.768902	0.006256	0.020294	0.003204	
0.010529	-0.008087	0.769818	0.005646	0.020600	0.003510	
0.009918	-0.007782	0.770428	0.005646	0.021210	0.003815	
0.010529	-0.008087	0.770733	0.005035	0.021210	0.003510	
0.010224	-0.008087	0.770428	0.005341	0.023651	0.003815	
0.009003	-0.008698	0.770123	0.004120	0.022431	0.003815	
0.009918	-0.008087	0.769207	0.004120	0.023346	0.003815	
0.009918	-0.008698	0.769818	0.004120	0.022736	0.003510	
0.009308	-0.008087	0.768902	0.003510	0.025483	0.003815	
0.009003	-0.008698	0.768902	0.004120	0.025177	0.003510	
0.009308	-0.008087	0.767681	0.003510	0.024262	0.003510	
0.009613	-0.009003	0.768292	0.003510	0.024567	0.005035	
0.009003	-0.009003	0.767681	0.003510	0.025788	0.003815	
0.009918	-0.009003	0.769818	0.002899	0.026703	0.003510	
0.009918	-0.009003	0.769207	0.003204	0.027314	0.005035	
0.009308	-0.009308	0.770733	0.002899	0.026703	0.003815	
0.008392	-0.008698	0.768597	0.002899	0.026093	0.003510	
0.008392	-0.009918	0.768292	0.003204	0.027314	0.005035	
0.006561	-0.009308	0.768902	0.002899	0.028229	0.004425	
0.007477	-0.010529	0.767681	0.003510	0.027314	0.005341	
0.007477	-0.009918	0.767681	0.003510	0.028229	0.005035	
0.007782	-0.009308	0.767071	0.002899	0.030060	0.003510	
0.007172	-0.009308	0.766766	0.003204	0.030060	0.004120	
0.007477	-0.010834	0.766461	0.002899	0.031281	0.004425	
0.007782	-0.010224	0.768597	0.003204	0.031281	0.003815	
0.007782	-0.009918	0.767681	0.002289	0.032502	0.004425	
0.008087	-0.010834	0.768597	0.003204	0.032502	0.003815	
0.007477	-0.009003	0.768902	0.002899	0.034028	0.005341	
0.005951	-0.009918	0.768597	0.003204	0.034333	0.005035	
0.007172	-0.010224	0.770123	0.004120	0.036164	0.005341	
0.005951	-0.009003	0.770733	0.003510	0.038300	0.005035	
0.005646	-0.010224	0.770123	0.004425	0.041047	0.005035	
0.005035	-0.008698	0.769818	0.005341	0.041047	0.004425	
0.003510	-0.008087	0.769818	0.005646	0.044404	0.004425	
0.002899	-0.008698	0.769207	0.005646	0.047761	0.005035	
0.001984	-0.008087	0.769207	0.006867	0.049897	0.005035	
0.001984	-0.006256	0.770428	0.007477	0.052949	0.003815	
0.002289	-0.008087	0.770733	0.008392	0.056306	0.003510	
0.001678	-0.006867	0.769818	0.007782	0.056306	0.003815	
0.002289	-0.007172	0.768902	0.007477	0.058442	0.003510	
0.003510	-0.006256	0.768902	0.009003	0.059052	0.004120	
0.002899	-0.005951	0.768292	0.007782	0.061189	0.003815	
0.002899	-0.006561	0.767987	0.008087	0.062104	0.003815	
0.001984	-0.007172	0.767681	0.008087	0.062715	0.004425	
0.001984	-0.006867	0.767987	0.008392	0.064546	0.005035	
0.001984	-0.008087	0.767987	0.007172	0.065156	0.003815	
0.003510	-0.008087	0.768292	0.007477	0.065766	0.003815	
0.002899	-0.008087	0.767681	0.007172	0.066377	0.003204	
0.003510	-0.008698	0.767071	0.009003	0.066682	0.003510	
0.001678	-0.008392	0.767681	0.008392	0.067903	0.005035	
0.000458	-0.008087	0.767681	0.007782	0.068818	0.005341	
0.000458	-0.007782	0.768292	0.008392	0.070649	0.004425	
-0.000153	-0.006256	0.766766	0.009308	0.070954	0.005035	
-0.000763	-0.006256	0.767987	0.009918	0.073396	0.005646	
-0.001984	-0.006256	0.767681	0.010224	0.074922	0.005035	
-0.002289	-0.005951	0.767987	0.010529	0.075532	0.005341	
-0.003815	-0.004730	0.767987	0.010529	0.076448	0.005035	
-0.003204	-0.004730	0.767681	0.011444	0.077363	0.005035	
-0.002899	-0.005035	0.769818	0.011749	0.078584	0.005035	
-0.003815	-0.004425	0.768292	0.012360	0.079194	0.005035	
-0.003815	-0.003815	0.767681	0.012360	0.080110	0.004425	
-0.003204	-0.004730	0.768597	0.012970	0.080720	0.005341	
-0.004120	-0.004120	0.767681	0.013275	0.081025	0.004425	
-0.005035	-0.003815	0.768292	0.013275	0.082246	0.005035	
-0.003204	-0.004425	0.768597	0.012970	0.082551	0.003815	
-0.003815	-0.003204	0.767987	0.012360	0.084688	0.003815	
-0.003815	-0.003815	0.768902	0.013581	0.084688	0.003510	
-0.004120	-0.003204	0.767681	0.013581	0.085298	0.003815	
-0.003815	-0.003815	0.767681	0.013581	0.084688	0.003815	
-0.004425	-0.003204	0.767071	0.012360	0.085603	0.003204	
-0.003204	-0.003815	0.768292	0.012970	0.085603	0.003204	
-0.002594	-0.003815	0.766766	0.012970	0.085603	0.003815	
-0.002289	-0.003204	0.766155	0.012360	0.084993	0.003204	
-0.002594	-0.003815	0.767681	0.012360	0.084993	0.004120	
-0.000763	-0.003815	0.766766	0.012970	0.083467	0.002899	
-0.001984	-0.003815	0.765240	0.012970	0.082856	0.003204	
-0.001068	-0.004730	0.766766	0.012055	0.082246	0.002899	
-0.002289	-0.004120	0.766155	0.012360	0.082246	0.003204	
-0.000458	-0.004730	0.767071	0.012970	0.080720	0.003204	
0.000153	-0.004730	0.767681	0.012970	0.080720	0.002899	
-0.000153	-0.005951	0.768292	0.012360	0.080720	0.003204	
-0.000153	-0.005035	0.767987	0.013581	0.079499	0.002899	
-0.000153	-0.005035	0.768292	0.012970	0.078889	0.003510	
-0.000458	-0.004730	0.768292	0.013581	0.078584	0.003204	
-0.000153	-0.005646	0.768902	0.013581	0.079194	0.003510	
-0.000763	-0.005646	0.769818	0.013275	0.079194	0.002899	
-0.000153	-0.004425	0.770428	0.013581	0.078584	0.003510	
-0.000153	-0.005646	0.767987	0.013886	0.078584	0.003204	
-0.000458	-0.003815	0.767681	0.014191	0.077974	0.003204	
0.000153	-0.005646	0.766155	0.013886	0.078584	0.002899	
0.000153	-0.005646	0.766766	0.014191	0.077974	0.002899	
0.001373	-0.004425	0.766155	0.013886	0.077974	0.003204	
0.001068	-0.005035	0.766461	0.012970	0.078889	0.002899	
0.000153	-0.004730	0.766461	0.012360	0.078584	0.002289	
0.000153	-0.006256	0.766766	0.013275	0.078584	0.002289	
0.001068	-0.005951	0.766766	0.012055	0.078279	0.002899	
0.000458	-0.005951	0.766461	0.012970	0.079194	0.003204	
0.001373	-0.006561	0.766461	0.012055	0.078889	0.003204	
0.000153	-0.006256	0.766155	0.012055	0.078889	0.003510	
0.001678	-0.007172	0.768292	0.010529	0.079499	0.003510	
-0.000153	-0.007782	0.767071	0.011444	0.080415	0.003815	
0.000458	-0.007172	0.767987	0.011444	0.079194	0.003510	
0.000153	-0.006561	0.768292	0.011444	0.080110	0.003510	
0.000153	-0.006561	0.768902	0.010529	0.080110	0.003510	
-0.000153	-0.006256	0.767987	0.010224	0.078889	0.003815	
-0.000458	-0.006256	0.766766	0.010224	0.078889	0.002289	
-0.000153	-0.006867	0.768292	0.009613	0.078584	0.003204	
-0.000153	-0.006867	0.769818	0.009308	0.077363	0.003815	
0.000458	-0.007172	0.767681	0.009918	0.077058	0.003815	
0.000153	-0.006561	0.767681	0.010529	0.076448	0.003510	
0.000153	-0.008087	0.767681	0.009918	0.076143	0.003204	
-0.000153	-0.007172	0.767071	0.010224	0.075532	0.003510	
0.001068	-0.006561	0.767681	0.009918	0.074311	0.003510	
0.001373	-0.006867	0.766766	0.011139	0.073396	0.004425	
0.001984	-0.006867	0.768597	0.011444	0.073396	0.003815	
0.001984	-0.005951	0.768292	0.010224	0.072786	0.004120	
0.002289	-0.006256	0.768902	0.011749	0.073091	0.003510	
0.001373	-0.005035	0.767681	0.011444	0.073396	0.003815	
0.002899	-0.005646	0.767987	0.012055	0.071870	0.003815	
0.001678	-0.005035	0.767071	0.012360	0.071260	0.003815	
0.001373	-0.005951	0.768292	0.011749	0.070954	0.003815	
0.002899	-0.005951	0.767681	0.011749	0.071260	0.004425	
0.001678	-0.005646	0.767681	0.012055	0.071870	0.003815	
0.001373	-0.005646	0.767071	0.011749	0.071260	0.003815	
0.001373	-0.005646	0.767987	0.012970	0.071260	0.003815	
0.001678	-0.005951	0.768292	0.012970	0.070344	0.005035	
0.001984	-0.005646	0.768292	0.012055	0.071260	0.004120	
0.001373	-0.005646	0.767071	0.012055	0.071870	0.003510	
0.001373	-0.005035	0.768292	0.013275	0.071260	0.003815	
0.001068	-0.005951	0.767987	0.012360	0.071260	0.003815	
0.001373	-0.005035	0.768292	0.013275	0.071870	0.003815	
0.001373	-0.005951	0.767071	0.012360	0.071260	0.003204	
0.001068	-0.005035	0.766766	0.012360	0.070954	0.003510	
0.001984	-0.005951	0.766461	0.012055	0.071260	0.003815	
0.001678	-0.005035	0.766766	0.012970	0.070649	0.003815	
0.001373	-0.005951	0.765850	0.012055	0.070039	0.003815	
0.002899	-0.005646	0.766766	0.012360	0.069123	0.003510	
0.001984	-0.005035	0.765240	0.013275	0.068513	0.003815	
0.001984	-0.005951	0.766766	0.012055	0.069123	0.003815	
0.001984	-0.005646	0.767071	0.012970	0.068818	0.003510	
